id,text,label
2857,"[CLS] However, legal experts expressed surprise at the <e1>car</e1> <e2>manufacturer</e2>'s stance [SEP]",16
2858,[CLS] The beautiful <e1>outside</e1> of the <e2>store</e2> is complementary to the local surroundings and is designed to be a store of the community [SEP],0
2859,"[CLS] The qualitative <e1>chapters</e1> appear earlier in the <e2>book</e2> and focus on the issue of political legitimacy. re the ""core"" of this fundamental handbook on heterogeneous catalysis [SEP]",2
2860,[CLS] An important aim concerning <e1>enamel</e1> and dentin <e2>erosion</e2> is to identify agents that might protect the tooth surface from demineralization [SEP],0
2861,"[CLS] A representative is a technical guarantor, a partner or an <e1>officer</e1> of an enterprise who is a member of the <e2>corporation</e2> and who is designated as a representative for the enterprise in accordance with sections 79 and 80 of the Regulation respecting the internal management of the Corporation of Master Electricians of Quebec [SEP]",0
2862,[CLS] I learned my <e1>recipe</e1> from a Cuban <e2>lady</e2> [SEP],17
2863,"[CLS] The <e1>man</e1> has written his most high-profile <e2>work</e2> yet, a poem to be broadcast on television to mark the fifth anniversary of the World Trade Center attacks [SEP]",15
2864,"[CLS] When the layers have separated, the lower <e1>layer</e1> drained into a <e2>beaker</e2>; this phase is thrown away [SEP]",9
2865,"[CLS] Biomagnetic Research, in Arizona, makes a range of devices for neutralizing <e1>radiation</e1> from <e2>computers</e2> and other sources [SEP]",7
2866,[CLS] The family members also get great <e1>joy</e1> from <e2>dogs</e2> doing tricks and great for family activities [SEP],7
2867,[CLS] Her <e1>father</e1> also was a member of the new <e2>party</e2> and supported Abraham Lincoln [SEP],6
2868,[CLS] A <e1>maker</e1> of electric <e2>cars</e2> plans to use old GM plant in Delaware [SEP],15
2869,[CLS] <e1>Astrophysicists</e1> have discovered a new <e2>explanation</e2> for the early composition of our solar system [SEP],15
2870,[CLS] The immigrant <e1>population</e1> comes from the Pacific <e2>region</e2> [SEP],17
2871,[CLS] <e1>Natron</e1> is an ingredient for making a distinct <e2>color</e2> called Egyptian blue [SEP],0
2872,[CLS] The <e1>handle</e1> of the <e2>stick</e2> was covered with plastic material for more durability (Figure - 3) [SEP],2
2873,"[CLS] Once outside, the python was placed in a <e1>bag</e1>, which was put inside a dog <e2>crate</e2> [SEP]",9
2874,[CLS] The current <e1>band</e1> arrived from the Lafayette <e2>competition</e2> [SEP],17
2875,[CLS] This course teaches home <e1>builders</e1> when to use <e2>concrete</e2> for a paving or floor project [SEP],3
2876,[CLS] The residents of Capistrano need to wash their cars after the annual <e1>flight</e1> of <e2>swallows</e2> returns [SEP],6
2877,[CLS] The US forces have withdrawn due to the <e1>damage</e1> caused by the eruption and the <e2>typhoon</e2> [SEP],7
2878,"[CLS] The <e1>riot</e1> resulted in the <e2>deaths</e2> of 196 people, and led to a major reform in the country's economic policy favouring the Malays [SEP]",8
2879,[CLS] She poured <e1>flour</e1> into a flat metal <e2>pan</e2> [SEP],9
2880,[CLS] The <e1>goods</e1> have been delivered to the <e2>buyer</e2> [SEP],9
2881,"[CLS] Canine <e1>flea</e1> <e2>infestation</e2> is caused by fleas, which are small, wingless blood-sucking insects [SEP]",8
2882,"[CLS] It turned out that the <e1>bag</e1> was full of <e2>sand</e2> and had been inadvertently left behind by JanSport, a company that makes backpacks [SEP]",12
2883,"[CLS] In this case report we describe a young female with BCS, which was the result of a <e1>combination</e1> of risk <e2>factors</e2>, including the recently discovered G20210A [SEP]",0
2884,"[CLS] He went up to Oxford during the war to read English and, after war service in India, codirected The Tempest with Neville Coghill in an outdoor <e1>production</e1> by the Worcester College <e2>lake</e2> [SEP]",0
2885,"[CLS] He founded the Emmaus Program, an annual <e1>convocation</e1> of diocesan <e2>clergy</e2> for their continuing education and spiritual formation, in 1983 [SEP]",0
2886,[CLS] Over the entrance to the left circular chapel is the <e1>tomb</e1> of Pius II (1475) finished by a <e2>follower</e2> of the Andrea Bregno [SEP],16
2887,[CLS] <e1>Money</e1> for communication is invested into Ethernet <e2>technology</e2> [SEP],9
2888,[CLS] Stella Liebeck is the woman who sued McDonalds after she suffered a serious <e1>burn</e1> after the <e2>spilling</e2> of a cup of coffee on her lap [SEP],7
2889,"[CLS] The <e1>bending</e1> caused a <e2>fracture</e2> on the tension side of the test specimen, but the UHMP fiber ribbon held the fractured parts together [SEP]",8
2890,"[CLS] Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies, ESCAP compiles every year region-wide statistics and reports on the <e1>harm</e1> caused by tropical cyclones, <e2>floods</e2>, droughts and other severe weather events [SEP]",7
2891,[CLS] Using the analytical <e1>tools</e1> developed by the MIT <e2>team</e2> for this study was the first step in the detailed analysis [SEP],16
2892,[CLS] Our <e1>preview</e1> below highlights some of the <e2>features</e2> from lesser known artists [SEP],13
2893,[CLS] The <e1>fish</e1> <e2>gill</e2> is arguably one of the most complex transport epithelia in the biological world [SEP],1
2894,"[CLS] In contrast, the <e1>rotors</e1> of the screw <e2>compressor</e2> and quite a few others rotate in opposite directions [SEP]",2
2895,[CLS] <e1>Panic</e1> <e2>attacks</e2> linked to heart disease and heart attacks [SEP],0
2896,"[CLS] However in addition to Maori, other population <e1>groups</e1> need specific recognition in the Bill, including <e2>people</e2> with disabilities [SEP]",0
2897,[CLS] These musicians have transported the <e1>vibe</e1> into the <e2>current century</e2> [SEP],9
2898,"[CLS] Hand-stitched with fabric and <e1>clothing</e1> from different <e2>eras</e2> of her life, this quilt is imbued with meaning and memory [SEP]",17
2899,[CLS] He was sending <e1>emails</e1> to undisclosed <e2>recipients</e2> frequently [SEP],9
2900,"[CLS] There is great diversity of collective nouns associated with animals, from a <e1>sleuth</e1> of <e2>bears</e2> to a murder of crows [SEP]",6
2901,[CLS] The <e1>influx</e1> caused a further <e2>drain</e2> on the country's already scanty resources [SEP],8
2902,[CLS] The examination <e1>paper</e1> was based on <e2>topics</e2> which previously had been treated in prerequisite modules in isolation [SEP],13
2903,"[CLS] From the operating area, when the operator moves the <e1>handgrip</e1> of the master <e2>arm</e2>, the motion gets reproduced on the tong of the slave arm in the remote area [SEP]",2
2904,[CLS] We are only interested in the <e1>parts</e1> of the proposals that pertain to <e2>local issues</e2> [SEP],13
2905,"[CLS] Let It Be, the third full-length <e1>record</e1> by the now long-defunct Minnesota <e2>quartet</e2>, was released at the tail end of 1984 [SEP]",16
2906,"[CLS] Louise is a director, audit chair and finance <e1>committee</e1> <e2>member</e2> of a public health board, and was a director of AFAANZ for 3 years [SEP]",6
2907,[CLS] Higher <e1>cane</e1> <e2>sugar</e2> prices are unlikely to have any impact on the price of soft drinks [SEP],18
2908,[CLS] This <e1>article</e1> charts the <e2>history</e2> of the city from its settlement by the Insubres around 600 BC [SEP],13
2909,[CLS] The teacher set up an activity where each time the <e1>dancer</e1> performed a tendu with a fully stretched <e2>foot</e2> she received a tag [SEP],1
2910,[CLS] The <e1>flapper</e1> of the <e2>valve</e2> opens and oxygen from the hose enters [SEP],2
2911,[CLS] The <e1>tail</e1> of the <e2>shark</e2> continued to swish back and forth a few feet away [SEP],2
2912,"[CLS] The <e1>rifle</e1> was enclosed in a <e2>case</e2>, which, in turn, was enclosed in a box [SEP]",11
2913,[CLS] The <e1>alizarin</e1> was extracted from the <e2>roots</e2> of Rubia tinctorium and Rubia peregrina which grew wild in the Mediterranean region [SEP],17
2914,[CLS] Today most of the world's unreached people live in the <e1>jungle</e1> of big <e2>cities</e2> and no longer in the real jungle [SEP],0
2915,"[CLS] Because pressure is low in the vacuum or inert gas, the <e1>gas</e1> leaves the <e2>metal</e2> [SEP]",17
2916,"[CLS] Mobilizing a <e1>collective</e1> of <e2>musicians</e2>, artists, models and collaborators N.I.C.E. built a temporary community 60 miles outside the San Francisco city limits [SEP]",6
2917,"[CLS] Even in its harshest moments, the guitars sound like a <e1>chorus</e1> of fuzzed-out <e2>angels</e2> [SEP]",6
2918,"[CLS] When he want for a run, he checked the <e1>timer</e1> on the <e2>oven</e2>, and again when he returned [SEP]",2
2919,[CLS] This ingredient also repairs the <e1>damage</e1> that has been caused by the <e2>sun</e2> [SEP],7
2920,[CLS] The cheddar cheese in the <e1>pie</e1> <e2>crust</e2> of this apple pie is a stroke of genius [SEP],1
2921,[CLS] The <e1>musician</e1> performed <e2>music</e2> in venues around the United States [SEP],15
2922,"[CLS] Preferably, the fuse is foreseen between the <e1>pin</e1> of the <e2>plug</e2> which projects to the outside and the inner connector of the plug [SEP]",2
2923,[CLS] Mark Patterson discusses the <e1>issues</e1> affecting daily <e2>life</e2> in the north-west [SEP],0
2924,[CLS] A car <e1>dealer</e1> attaches a license <e2>plate</e2> to a minivan sold at a Eugene dealership [SEP],3
2925,[CLS] I picked up the latest issue of Woman's World magazine a few days ago because it had a head line about the effect of <e1>safflower</e1> on <e2>belly fat</e2> [SEP],0
2926,[CLS] Real-world <e1>truths</e1> were imported into the fictional <e2>world</e2> [SEP],9
2927,[CLS] Bella Strings is a professional string <e1>ensemble</e1> of passionate <e2>musicians</e2> performing in the greater Orlando area and across Central Florida [SEP],6
2928,"[CLS] The collapsing funnel compressed to a fraction of its extended size, and the <e1>unit</e1> was moved to a kitchen <e2>drawer</e2> [SEP]",9
2929,[CLS] The new armored <e1>casemate</e1> fitted on the hull enclosed a 15 cm <e2>howitzer</e2> [SEP],12
2930,[CLS] The electrical connector <e1>assembly</e1> is further comprising a circulating <e2>pipe</e2> for providing the airflow passage by the mini-motor to at least one of the clearance and the gap [SEP],1
2931,"[CLS] Apparently, beyond the <e1>damage</e1> caused by the smoke and the <e2>water</e2>, the structure of the store itself it was not overly damaged [SEP]",7
2932,"[CLS] A local <e1>man</e1> put up a <e2>monument</e2> at the site, and in 1997 a community group put up a welcoming sign for visitors [SEP]",15
2933,"[CLS] Individuals with this change, or with similar mutations in the USH2A gene, develop moderate to severe hearing loss and retinitis pigmentosa, a <e1>disorder</e1> that results in <e2>loss</e2> of vision [SEP]",8
2934,[CLS] Rare <e1>crabs</e1> have arrived into the historical <e2>archives</e2> [SEP],9
2935,"[CLS] The guardianship lay in the hands of his pious mother, the Empress Agnes, until April 1063, however, when a <e1>faction</e1> of <e2>conspirators</e2>, led by Archbishop Anno II of Cologne, abducted the young king, who tried to safe himself by jumping into the Rhine [SEP]",6
2936,[CLS] At 5.55pm the <e1>government</e1> issues a <e2>statement</e2> saying a Ministry of Defence official has come forward and admitted meeting BBC defence correspondent Andrew Gilligan on May 22 [SEP],15
2937,[CLS] Your <e1>cat</e1> uses these <e2>whiskers</e2> to judge the size of an opening [SEP],1
2938,[CLS] Barber's Olympic bobsleigh <e1>plans</e1> go into <e2>meltdown</e2> [SEP],0
2939,[CLS] The <e1>sword</e1> appears in the photograph with the <e2>hilt</e2> at 10 o'clock and the blade tip at 5 o'clock [SEP],1
2940,"[CLS] Yet in Judd's <e1>stack</e1> of galvanized-iron <e2>boxes</e2>, all of the units are identical; they are set on the wall and separated, so that none is subordinated to another's weight (and also so that the space around them plays a role in the work equivalent to theirs); and their regular climb -- each of the twelve boxes is nine inches high, and they rest nine inches apart -- suggests an infinitely extensible series, denying the possibility of a crowning summit [SEP]",6
2941,[CLS] Today's <e1>statement</e1> by the <e2>chancellor</e2> was a responsible one [SEP],16
2942,[CLS] Under-keel clearances in the Panama Canal (PC) and the SLS were calculated for ship transits by comparison of elevations of the <e1>ship</e1>'s <e2>keel</e2> and channel bottom [SEP],1
2943,[CLS] A food <e1>memoir</e1> written by a <e2>commentator</e2> on race and politics - it doesn't sound that appetising [SEP],16
2944,[CLS] A system for attaining an impedance match uses an <e1>array</e1> of collinear <e2>dipoles</e2> [SEP],6
2945,"[CLS] This reconstruction involved track removals, conversion of each deck (lower and upper) to one-way motor vehicle traffic, and the lowering of the lower <e1>deck</e1> of the <e2>bridge</e2> by 16 inches through the Yerba Buena Tunnel [SEP]",2
2946,"[CLS] With a concert coming up in only 4 hours, you are working feverishly to perfect the tune of the <e1>piano</e1> 's <e2>strings</e2> [SEP]",1
2947,"[CLS] Although there was ammunition scattered over the apartment, the <e1>gun</e1> itself was locked in a <e2>safe</e2>, and not loaded [SEP]",11
2948,[CLS] The <e1>shaving cream</e1> was contained in a <e2>box</e2> with plywood sides and plastic faces [SEP],11
2949,[CLS] There is an urgent need for a <e1>fraternity</e1> of various <e2>sections</e2> of the people to fight for the rights of the tribals and against the increasing atrocities on them [SEP],6
2950,[CLS] Albion students took the <e1>sled dogs</e1> into the Canadian <e2>wilds</e2> [SEP],9
2951,[CLS] Sky Cops is a British reality TV <e1>show</e1> revealing the <e2>work</e2> of the air police [SEP],13
2952,[CLS] Whitaker had what it took to play the terrifying Ugandan dictator - but the other <e1>man</e1> convinced him with his <e2>passion</e2> for the part [SEP],0
2953,"[CLS] The biggest news at the festival was not my receiving the prestigious Aleksandar Lifka Award for cinematography, but that the first screening was held of a <e1>movie</e1> made entirely by a <e2>monkey</e2> [SEP]",16
2954,[CLS] The Indians drink so much <e1>maize</e1> <e2>liquor</e2> that it makes them drunk [SEP],18
2955,"[CLS] A new <e1>documentary</e1> investigates the short <e2>career</e2> of GM's electric vehicle, the EV1 [SEP]",13
2956,[CLS] The <e1>burglar</e1> forgot to log out before leaving the home with two diamond <e2>rings</e2> [SEP],0
2957,[CLS] The Germanic <e1>migrations</e1> of the fifth century were triggered by the <e2>destruction</e2> of the Gothic kingdoms by the Huns in 372-375 [SEP],7
2958,[CLS] Brown and white butterflies flip-flopped over a <e1>stand</e1> of <e2>fireweed</e2> [SEP],6
2959,[CLS] The <e1>country</e1> is sinking into <e2>turmoil</e2> [SEP],0
2960,[CLS] This established his reputation as a <e1>road</e1> <e2>builder</e2> as other engineers had believed it could not be done [SEP],16
2961,"[CLS] In the run-up to this match, a new <e1>war</e1> of words has erupted on the <e2>internet</e2> in yet another twist to the long-simmering saga [SEP]",0
2962,[CLS] Senior <e1>bondholders</e1> who drafted the reorganization <e2>plan</e2> for bankrupt Six Flags revealed their investments [SEP],15
2963,[CLS] A low temperature superconducting <e1>magnet</e1> has been delivered to Ad Astra's Houston <e2>facility</e2> [SEP],9
2964,"[CLS] The <e1>package</e1> includes the BBC ""Fight for Life"" <e2>series</e2> of videos, which chronicles the difficulties experienced in the lives of women giving birth in developing countries [SEP]",1
2965,[CLS] Fuji Electric has developed a quick battery <e1>charger</e1> that copes with the regulations using a choke input <e2>system</e2> [SEP],1
2966,"[CLS] Specifications of electric <e1>heater</e1> <e2>thermostats</e2> include temperature ranging from 50 degrees F to 80 degrees F, current ranging from 19 A to 22 A, & voltage ranging from 120 V to 277 V [SEP]",1
2967,[CLS] It was an elegant book that treats the <e1>painter</e1>'s life and <e2>works</e2> with reverence [SEP],15
2968,"[CLS] The purpose of this <e1>thesis research</e1> was to examine <e2>social structure</e2>, culture, and gender as potential sources of variation in the seriousness of punishment recommended for everyday acts of wrongdoing [SEP]",0
2969,"[CLS] Their <e1>songs</e1> are about <e2>sex</e2>, drugs, drinking, fighting, and rock & roll [SEP]",13
2970,"[CLS] Another <e1>celebrity</e1> has bailed out of the Costa Rican jungle <e2>set</e2> of ""I'm a Celebrity... Get Me Out of Here [SEP]",17
2971,[CLS] We dissolved the contents of one packet in a <e1>carafe</e1> of <e2>water</e2> and ran the brew cycle [SEP],12
2972,[CLS] On entering the water the Esprit's wheels turned inwards to reveal four lateral fins and a <e1>periscope</e1> popped out of the <e2>roof</e2> [SEP],17
2973,[CLS] The complement <e1>system</e1> is important as part of the body's <e2>defense mechanism</e2> against infection (Fig. 8.2) [SEP],2
2974,[CLS] These are just some of the <e1>questions</e1> tackled in the <e2>exhibition</e2> [SEP],14
2975,[CLS] The reference <e1>signal</e1> was generated from an auxiliary <e2>photomultiplier</e2> (RCA 1P28) with a quantum counter [SEP],7
2976,"[CLS] Rodrigues, who is also the governor of Punjab has been accused by the <e1>congress</e1> of various murky <e2>deals</e2> worth billions of rupees [SEP]",0
2977,"[CLS] As evidenced from the detailed histories and clinicopathological summaries insome reports, there is a <e1>body</e1> of <e2>pathologists</e2> who are committed to performing at a high level, and answering all the questions raised by a death [SEP]",6
2978,[CLS] The <e1>sink</e1> was in the <e2>desk</e2> and I had to wedge myself into the bathroom [SEP],2
2979,[CLS] The <e1>professor</e1> was released from the <e2>dungeon</e2> right in front of my eyes [SEP],17
2980,[CLS] A little ringed plover flew over the water at the bottom of the <e1>colony</e1> of <e2>vultures</e2> [SEP],6
2981,[CLS] The electromagnetic (EM) <e1>radiation</e1> from the <e2>sun</e2> arrives mostly in the form of visible and infrared wavelengths [SEP],7
2982,[CLS] The juice passes through the tiny <e1>holes</e1> in a strainer <e2>basket</e2> and is collected in a container at the bottom [SEP],2
2983,"[CLS] As a form, the <e1>oratorio</e1> originated in seventeenth <e2>century</e2> [SEP]",17
2984,[CLS] A lamp holder <e1>structure</e1> of the present invention is comprised of: a cup-shaped <e2>base</e2>; a circuit board and two elastic conducting devices mounted inside the cup-shaped base; and at least one light-emitting device mounted on the circuit board [SEP],1
2985,[CLS] Some <e1>charts</e1> are specific to a particular <e2>musical genre</e2> and most to a particular geographical location [SEP],13
2986,[CLS] The <e1>fight scenes</e1> were barely described in the <e2>script</e2> [SEP],14
2987,"[CLS] Just like consulting a cookbook, starting out by using a <e1>recipe</e1> from a <e2>book</e2> or website is great [SEP]",17
2988,[CLS] <e1>Tree</e1> <e2>roots</e2> that grow on the surface are difficult to mow or walk over and can effect the growth and health of nearby grass and groundcovers [SEP],1
2989,[CLS] The red indicator <e1>light</e1> on my <e2>telephone</e2> continues to blink after I have checked and emptied my mailbox [SEP],2
2990,[CLS] The <e1>pseudolesion</e1> was caused by <e2>drainage</e2> of the paraumbilical vein [SEP],7
2991,[CLS] The young man's <e1>cocktail</e1> flew into the running ceiling <e2>fan</e2> [SEP],9
2992,[CLS] A <e1>giraffe</e1> 's <e2>tongue</e2> is purplish-black and can extend almost twenty inches [SEP],1
2993,[CLS] The <e1>owner</e1> uses your <e2>information</e2> solely in order to process your credit card payment [SEP],3
2994,"[CLS] Then after that the <e1>angels</e1> chopped him into millions of <e2>pieces</e2>, but still he glittered and hummed [SEP]",15
2995,"[CLS] Heart, <e1>blood vessels</e1>, blood are parts of the <e2>circulatory system</e2> [SEP]",2
2996,"[CLS] User-edited article about Salmonellosis, the <e1>infection</e1> caused by Salmonella <e2>bacteria</e2>, leading to diarrhea, fever, vomiting, and abdominal cramps [SEP]",7
2997,[CLS] This paper presents the results of a survey of the building <e1>damage</e1> caused by the ash fall from the cataclysmic <e2>eruption</e2> of Mount Pinatubo [SEP],7
2998,"[CLS] At the entrance to the <e1>farm</e1> is the <e2>gardenhouse</e2>, the heart of the community Supported garden at Genesis Farm [SEP]",1
2999,[CLS] The major <e1>population</e1> constitutes of <e2>farmers</e2> and agriculture related business men and merchants [SEP],6
3000,[CLS] A new computer aimed at people aged over 60 aims to inspire a whole new <e1>wave</e1> of silver <e2>surfers</e2> [SEP],6
3001,"[CLS] The 18-year-old apparently took her life with her father's service <e1>gun</e1>, which was locked in a <e2>safe box</e2> [SEP]",11
3002,"[CLS] Streema is an online <e1>radio</e1> <e2>tuner</e2> to listen, discover and share radios with your friends [SEP]",0
3003,[CLS] The <e1>companies</e1> have gone into <e2>liquidation</e2> [SEP],0
3004,[CLS] Investigations had indicated the <e1>fire</e1> started from the <e2>airconditioners</e2> because on arrival that was the area engulfed [SEP],0
3005,[CLS] There is a certain dissonance among the <e1>essays</e1> collected in this <e2>volume</e2> [SEP],5
3006,"[CLS] The <e1>welcome speech</e1> of the <e2>conference</e2> was referred by the president of VSE prof. Ing. Richard Hindls, CSc [SEP]",2
3007,[CLS] The <e1>plane</e1> went away from the <e2>runway</e2> and burst into flames [SEP],17
3008,"[CLS] The <e1>castle</e1> has two big concentric <e2>towers</e2>, corresponding to a three-story building with two smaller towers at its exterior angles [SEP]",1
3009,"[CLS] The <e1>earthquake</e1> caused the <e2>failures</e2> of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems [SEP]",8
3010,"[CLS] The <e1>guy</e1> put up a <e2>fight</e2>, so the mugger takes out a gun and shoots him, point blank [SEP]",8
3011,"[CLS] These are vampire <e1>novels</e1> with little blood shed and a strong moral message, written by a <e2>woman</e2> with a robust Mormon faith who does not like horror books [SEP]",16
3012,"[CLS] A man living nearby brought a lantern, and I found the <e1>rope</e1> of the horse's <e2>halter</e2> tied tightly round the waist of the almost naked body of a boy [SEP]",2
3013,[CLS] They are hedging bets on hosting the terror <e1>scum</e1> of different <e2>tripes</e2> [SEP],0
3014,[CLS] It is the oil that allows the <e1>radicalisation</e1> <e2>machine</e2>'s many cogs to turn [SEP],0
3015,[CLS] The <e1>humanity</e1> has migrated into <e2>space</e2> to settle in an outer solar system [SEP],9
3016,"[CLS] Unlike most fall days now, few bird watchers were present to witness the spectacular <e1>stream</e1> of migrating <e2>hawks</e2> passing over [SEP]",6
3017,"[CLS] A third <e1>book</e1> was requested by the <e2>editor</e2>, E.L. Doctorow but he changed jobs before the manuscript was completed [SEP]",0
3018,[CLS] In a moment more the crowd began to gush forth from the <e1>doors</e1> of the <e2>church</e2> [SEP],2
3019,[CLS] It is notable because it was the first nationwide <e1>law</e1> dealing with runaway <e2>slaves</e2> under the 1787 Constitution [SEP],13
3020,[CLS] <e1>Boils</e1> or furuncles are caused by staphylococcal bacterial <e2>infections</e2> of the hair follicles [SEP],7
3021,[CLS] This <e1>method</e1> increases the ship's efficiency through drag <e2>reduction</e2> while also protecting the ocean from biocides that may leak [SEP],1
3022,"[CLS] Typically, the maximum heat generated from 24 fuel <e1>assemblies</e1> stored in a <e2>cask</e2> is less than that given off by a typical home heating system in an hour [SEP]",11
3023,"[CLS] The safety control <e1>system</e1> of the cooperative <e2>robot</e2> has size limitations, and all power is derived from onboard batteries [SEP]",2
3024,[CLS] The <e1>village</e1> also appears in numerous <e2>paintings</e2> [SEP],14
3025,[CLS] The <e1>painter</e1>'s <e2>tape</e2> has to be removed [SEP],3
3026,[CLS] My concern is that the skin around my eyes extending to my <e1>cheek</e1> <e2>bone</e2> and on the lids are wrinkled - profoundly so [SEP],1
3027,[CLS] The <e1>perpetrators</e1> carried out the Karachi blast through a planted <e2>bomb</e2> [SEP],3
3028,[CLS] Other <e1>stations</e1> (and cable channels) have spawned imitation <e2>shows</e2> [SEP],0
3029,[CLS] Another mathematical system <e1>description</e1> is presented in the next <e2>section</e2> [SEP],14
3030,"[CLS] Causing many night-glowing rubies to be strung on red silken thread, he put the <e1>necklaces</e1> in the <e2>cradle</e2> [SEP]",9
3031,[CLS] I'm the coin-operated machine supplier a.k.a. the <e1>coin</e1> <e2>operator</e2> [SEP],0
3032,[CLS] The <e1>base</e1> of the shrine encloses a lone datura <e2>seedpod</e2> [SEP],12
3033,[CLS] The <e1>ship</e1> is arriving into the <e2>port</e2> now [SEP],9
3034,[CLS] Cervical <e1>cancer</e1> is caused by <e2>infection</e2> with the human papillomavirus (HPV) and is one of the most common cancers in women in developing countries [SEP],7
3035,[CLS] A gingerbread house <e1>creation</e1> by the culinary art <e2>students</e2> of Wake Tech was auctioned off at the Umstead Hotel in Cary [SEP],16
3036,"[CLS] The <e1>property</e1> comprises of three <e2>bedrooms</e2>, kitchen, lounge / diner and both a shower room and bathroom [SEP]",1
3037,[CLS] The company shipped the <e1>cargo</e1> to the <e2>factory</e2> in China [SEP],9
3038,[CLS] The <e1>stomach</e1> contained a small amount of bile-stained <e2>acid fluid</e2> [SEP],12
3039,"[CLS] Notwithstanding problems associated with screening, many of those <e1>cancers</e1> were caused by <e2>radiation exposures</e2> shortly after the accident [SEP]",7
3040,[CLS] One of my girlfriends ordered the Lomo de Puerco which was their pork chop in some <e1>guava</e1> <e2>sauce</e2> [SEP],18
3041,"[CLS] Gorgol brought in your <e1>cavvy</e1> of <e2>mounts</e2> four days ago, took his bag, and rode off [SEP]",6
3042,[CLS] These corporate leaders have inherited Woodrow Wilson's <e1>commitment</e1> to <e2>scholarship</e2> [SEP],0
3043,[CLS] The <e1>email marketing</e1> is landing into the <e2>spam folders</e2> decreasing the ROI for these programs [SEP],9
3044,[CLS] This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an <e1>infection</e1> of the stomach caused by the <e2>bacterium</e2> Helicobacter pylori [SEP],7
3045,"[CLS] This <e1>theory</e1> focuses on <e2>computational tasks</e2>, and considers automated procedures (i.e., computing devices and algorithms) that may solve such tasks [SEP]",13
3046,"[CLS] The siding <e1>installer</e1> erroneously installed the siding with a 6"" <e2>reveal</e2>, rather than a 7"" reveal as required [SEP]",0
3047,[CLS] I hold the <e1>stocks</e1> in an individual <e2>retirement account</e2> [SEP],11
3048,"[CLS] As usual, an <e1>asterisk</e1> denotes a censored <e2>observation</e2> [SEP]",0
3049,"[CLS] There he received food, lodging (often sleeping under the <e1>counter</e1> in the <e2>shop</e2> itself), clothes, and instruction in the craft [SEP]",2
3050,"[CLS] A thorough oral examination, which includes dental X-rays, determines that the <e1>toothache</e1> is coming from a <e2>jaw problem</e2> [SEP]",7
3051,"[CLS] The collaborative effort helped SA and its associate group Baandhani, a <e1>federation</e1> of slum <e2>dwellers</e2>, build strong relationships with the local government [SEP]",6
3052,"[CLS] The movie's child <e1>star</e1>, Michael Stephenson, made a <e2>documentary</e2> about the movie titled ""Best Worst Movie,"" released to critical success in 2009 [SEP]",15
3053,"[CLS] For a mathematician of Minkowski's stature there was little glory to be had in dotting the i's on the <e1>theory</e1> discovered by a mathematically unsophisticated, unknown, unchaired <e2>youngster</e2> [SEP]",16
3054,[CLS] Only <e1>part</e1> of the food energy is passed on to another <e2>consumer</e2> [SEP],9
3055,"[CLS] Also, we note the <e1>convergence</e1> over the lakes caused by the land breeze <e2>circulation</e2> [SEP]",7
3056,[CLS] We keep the <e1>box</e1> in a <e2>desk drawer</e2> and use the removable four-compartment tray to organize cash and valuables [SEP],11
3057,"[CLS] I did have a mated <e1>pair</e1> of tiger oscars, a mated pair of green terrors, and a mated pair of jack dempseys, who all have spawned <e2>eggs</e2> and hatched fry [SEP]",15
3058,"[CLS] A statement of the boards, councils, committees and other <e1>bodies</e1> consisting of two or more <e2>persons</e2> constituted as its part or for the purpose of its advice, and as to whether meetings of those boards, councils, committees and other bodies are open to the public, or the minutes of such meetings are accessible for public [SEP]",6
3059,[CLS] Pam Court added to the <e1>debate</e1> pointing out the <e2>need</e2> for investment in primary care as part of the long term strategy [SEP],0
3060,[CLS] Our <e1>belly</e1> <e2>button</e2> heals over because there is nothing between it and our stomach except a few thin layers of skin [SEP],1
3061,[CLS] The <e1>holy water</e1> was in a <e2>bottle</e2> container in the form of the Virgin Mary [SEP],11
3062,"[CLS] The <e1>lid</e1> of the pink granite <e2>sarcophagus</e2> is decorated with Isis and Nephthys, which were meant to serve as guardians over the body [SEP]",2
3063,[CLS] The <e1>relationships</e1> are summarised in the <e2>table</e2> below [SEP],14
3064,"[CLS] Ji-Sung finds Jae-Young, but the <e1>striker</e1> blasts over the bar with only the <e2>keeper</e2> to beat [SEP]",0
3065,[CLS] A <e1>doctor</e1> uses <e2>X-rays</e2> for radiographic diagnostic purposes [SEP],3
3066,[CLS] Magnetic nanoworms and nanocrystals deliver the <e1>amino acid</e1> to the <e2>tumors</e2> [SEP],9
3067,"[CLS] On a gorgeous Autumn morning, the <e1>amble</e1> of <e2>walkers</e2> snaked down Terrace Road to the main entrance on the Great Eastern Highway [SEP]",6
3068,"[CLS] Its ignominious failure, scattering a <e1>bridge</e1> of <e2>admirals</e2> sent to supervise its testing, became proverbial, even inspiring an episode of Dad's Army [SEP]",6
3069,"[CLS] The severe <e1>recession</e1> triggered by the global <e2>crisis</e2> has bottomed out, thanks in part to a rebound in exports, although production remains the same [SEP]",7
